z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.47126	8.48106	291.958	291.962	298.234	1.53693e+27	4.84738e+159
8.47068	8.48048	291.918	291.922	298.194	1.52172e+27	4.6112e+159
8.47011	8.47991	291.878	291.881	298.154	1.50667e+27	4.38653e+159
8.46953	8.47933	291.837	291.841	298.114	1.49176e+27	4.17281e+159
8.46895	8.47875	291.797	291.801	298.074	1.477e+27	3.9695e+159
8.46838	8.47818	291.757	291.761	298.034	1.46239e+27	3.7761e+159
8.4678	8.4776	291.717	291.721	297.993	1.44792e+27	3.59211e+159
8.46722	8.47702	291.677	291.681	297.953	1.43359e+27	3.4171e+159
8.46665	8.47645	291.637	291.64	297.913	1.41941e+27	3.25061e+159
8.46607	8.47587	291.596	291.6	297.873	1.40536e+27	3.09223e+159
8.46549	8.47529	291.556	291.56	297.833	1.39146e+27	2.94157e+159
8.46492	8.47471	291.516	291.52	297.793	1.37769e+27	2.79825e+159
8.46434	8.47414	291.476	291.48	297.752	1.36406e+27	2.66191e+159
8.46376	8.47356	291.436	291.44	297.712	1.35056e+27	2.53222e+159
8.46318	8.47298	291.396	291.4	297.672	1.3372e+27	2.40884e+159
8.46261	8.47241	291.356	291.359	297.632	1.32397e+27	2.29148e+159
8.46203	8.47183	291.315	291.319	297.592	1.31087e+27	2.17983e+159
8.46145	8.47125	291.275	291.279	297.552	1.2979e+27	2.07362e+159
8.46088	8.47067	291.235	291.239	297.512	1.28506e+27	1.97259e+159
8.4603	8.4701	291.195	291.199	297.471	1.27234e+27	1.87648e+159
8.45972	8.46952	291.155	291.159	297.431	1.25975e+27	1.78505e+159
8.45914	8.46894	291.115	291.118	297.391	1.24729e+27	1.69808e+159
8.45857	8.46836	291.074	291.078	297.351	1.23495e+27	1.61535e+159
8.45799	8.46779	291.034	291.038	297.311	1.22273e+27	1.53664e+159
8.45741	8.46721	290.994	290.998	297.271	1.21063e+27	1.46177e+159
8.45683	8.46663	290.954	290.958	297.231	1.19865e+27	1.39055e+159
8.45626	8.46605	290.914	290.918	297.19	1.18679e+27	1.3228e+159
8.45568	8.46548	290.874	290.877	297.15	1.17505e+27	1.25835e+159
8.4551	8.4649	290.833	290.837	297.11	1.16342e+27	1.19704e+159
8.45452	8.46432	290.793	290.797	297.07	1.15191e+27	1.13872e+159
8.45395	8.46374	290.753	290.757	297.03	1.14051e+27	1.08324e+159
8.45337	8.46316	290.713	290.717	296.99	1.12923e+27	1.03046e+159
8.45279	8.46259	290.673	290.677	296.95	1.11806e+27	9.80254e+158
8.45221	8.46201	290.633	290.636	296.909	1.10699e+27	9.32493e+158
8.45164	8.46143	290.592	290.596	296.869	1.09604e+27	8.8706e+158
8.45106	8.46085	290.552	290.556	296.829	1.0852e+27	8.4384e+158
8.45048	8.46027	290.512	290.516	296.789	1.07446e+27	8.02727e+158
8.4499	8.4597	290.472	290.476	296.749	1.06383e+27	7.63616e+158
8.44932	8.45912	290.432	290.436	296.709	1.0533e+27	7.26411e+158
8.44875	8.45854	290.392	290.395	296.669	1.04288e+27	6.91018e+158
8.44817	8.45796	290.351	290.355	296.628	1.03256e+27	6.5735e+158
8.44759	8.45738	290.311	290.315	296.588	1.02235e+27	6.25323e+158
8.44701	8.4568	290.271	290.275	296.548	1.01223e+27	5.94855e+158
8.44643	8.45623	290.231	290.235	296.508	1.00222e+27	5.65873e+158
8.44586	8.45565	290.191	290.195	296.468	9.92301e+26	5.38302e+158
8.44528	8.45507	290.151	290.155	296.428	9.82483e+26	5.12075e+158
8.4447	8.45449	290.11	290.114	296.388	9.72762e+26	4.87125e+158
8.44412	8.45391	290.07	290.074	296.347	9.63138e+26	4.63391e+158
8.44354	8.45333	290.03	290.034	296.307	9.53608e+26	4.40814e+158
8.44296	8.45276	289.99	289.994	296.267	9.44173e+26	4.19336e+158
8.44239	8.45218	289.95	289.954	296.227	9.34831e+26	3.98905e+158
8.44181	8.4516	289.91	289.914	296.187	9.25582e+26	3.7947e+158
8.44123	8.45102	289.87	289.873	296.147	9.16424e+26	3.60981e+158
